"","Year","Area","Street","Street.2","Strange.HTML"
"4508",2012,"","O S Kings High str. Solihull","O S Kings High Str Solihull",""
"4509",2012,"","O S Kings Solihull",NA,""
"4510",2012,"","O S Langley Hall Social Club Langley Hall str. Olton","O S Langley Hall Social Club Langley Hall Str Olton",""
"4511",2012,"","O S Touchwood Centre Poplar rd. Solihull","O S Touchwood Centre Poplar str. Solihull",""
"4512",2012,"","Olton Railway Station",NA,""
"4513",2012,"","Olton Tavern",NA,""
"4514",2012,"","Os Assembly Rooms Poplar rd. Solihull","Os Assembly Rooms Poplar str. Solihull",""
"4515",2012,"","Os Masons Ph High str. Solihull","Os Masons Ph High Str Solihull",""
"4516",2012,"","Os Solihull Hospital",NA,""
"4517",2012,"","Os Solihull Hospital",NA,""
"4518",2012,"","Os Solihull Hospital",NA,""
"4519",2012,"","Outside The Waterside Bar",NA,""
"4520",2012,"","Pine Square Chelsmley Wood",NA,""
"4521",2012,"","Plume Of Feathers Public House Stratford rd. Shirley","Plume Of Feathers Public House Stratford str. Shirley",""
"4522",2012,"","Poplar ave. Solihull",NA,""
"4523",2012,"","Poplar str.","Poplar Str",""
"4524",2012,"","Poplar str. Solihull","Poplar Str Solihull",""
"4525",2012,"","Poplar str. Solihull Town Cebtre","Poplar Str Solihull Town Cebtre",""
"4526",2012,"","Poplar str. Solihull Town Centre","Poplar Str Solihull Town Centre",""
"4527",2012,"","Poplar str. Town Centre Solihull","Poplar Str Town Centre Solihull",""
"4528",2012,"","Poplar str. Solihull","Poplar Str Solihull",""
"4529",2012,"","Poplar rd.","Poplar str.",""
"4530",2012,"","Poplar rd.","Poplar str.",""
"4531",2012,"","Poplar rd.","Poplar str.",""
"4532",2012,"","Poplar rd.","Poplar str.",""
"4533",2012,"","Poplar rd.","Poplar str.",""
"4534",2012,"","Poplar rd.","Poplar str.",""
"4535",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4536",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4537",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4538",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4539",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4540",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4541",2012,"","Poplar rd. Solihull","Poplar str. Solihull",""
"4542",2012,"","Poplar Way",NA,""
"4543",2012,"","Ppoplar rd.","Ppoplar str.",""
"4544",2012,"","Premier Inn Stratford rd.","Premier Inn Stratford str.",""
"4545",2012,"","Radlow Crescent Marston Green",NA,""
"4546",2012,"","Ramada Hotel",NA,""
"4547",2012,"","Rover Drive",NA,""
"4548",2012,"","Rover Drive",NA,""
"4549",2012,"","Saddlers Arms",NA,""
"4550",2012,"","Shirral Grove",NA,""
"4551",2012,"","Solihull High str.","Solihull High Str",""
"4552",2012,"","Solihull High str.","Solihull High Str",""
"4553",2012,"","Solihull Town Centre",NA,""
"4554",2012,"","Solihull Town Centre",NA,""
"4555",2012,"","Solihull Town Centre",NA,""
"4556",2012,"","Solihull Town Centre",NA,""
"4557",2012,"","Station str. Solihull","Station Str Solihull",""
"4558",2012,"","Station rd.","Station str.",""
"4559",2012,"","Station rd.","Station str.",""
"4560",2012,"","Station rd. Solihull","Station str. Solihull",""
"4561",2012,"","Station rd. Solihull","Station str. Solihull",""
"4562",2012,"","Stratford rd.","Stratford str.",""
"4563",2012,"","Stratford rd. Shirley","Stratford str. Shirley",""
"4564",2012,"","The Bear At Berkswell",NA,""
"4565",2012,"","The Cresent Solihull",NA,""
"4566",2012,"","The Radleys",NA,""
"4567",2012,"","Three Horseshoes Sheldon",NA,""
"4568",2012,"","Touchwood Centre",NA,""
"4569",2012,"","Warwick rd.","Warwick str.",""
"4570",2012,"","Warwick rd. Olton","Warwick str. Olton",""
"4571",2012,"","Warwick rd. Solihull","Warwick str. Solihull",""
"4572",2012,"","Widney Lane Blossomfield Tennis Club","Widney ln. Blossomfield Tennis Club",""
"4573",2012,"Sandwell","Abraham Darby Public House",NA,""
"4574",2012,"","All Saints Way West Bromwich",NA,""
"4575",2012,"","Arcadian Εδύε Birmingham",NA,""
"4576",2012,"","Arcadian Εδύε Birmingham",NA,""
"4577",2012,"","Asda Great Bridge",NA,""
"4578",2012,"","Bearwood High str.","Bearwood High Str",""
"4579",2012,"","Bearwood High str.","Bearwood High Str",""
"4580",2012,"","Bearwood High str.","Bearwood High Str",""
"4581",2012,"","Bearwood str.","Bearwood Str",""
"4582",2012,"","Bearwood rd.","Bearwood str.",""
"4583",2012,"","Bearwood rd.","Bearwood str.",""
"4584",2012,"","Bet Fred Duchess Park West Bromwich",NA,""
"4585",2012,"","Betfred West Bromwich",NA,""
"4586",2012,"","Bham str. Stourbridge","Bham Str Stourbridge",""
"4587",2012,"","Birch rd. Oldbury","Birch str. Oldbury",""
"4588",2012,"","Blackheath Housing Office",NA,""
"4589",2012,"","Bourne ave. Tipton",NA,""
"4590",2012,"","Bridge str.","Bridge Str",""
"4591",2012,"","Bridgnorth str.","Bridgnorth Str",""
"4592",2012,"","Brook str.","Brook Str",""
"4593",2012,"","Burntree",NA,""
"4594",2012,"","Cape Hill",NA,""
"4595",2012,"","Carters Green West Bromwich",NA,""
"4596",2012,"","Carters Green West Bromwich",NA,""
"4597",2012,"","Carters Green West Bromwich",NA,""
"4598",2012,"","Causeway Rowley",NA,""
"4599",2012,"","Chapel str. Oldbury","Chapel Str Oldbury",""
"4600",2012,"","Chip Shop Great Bridge Tipton",NA,""
"4601",2012,"","Church str. Old Hill","Church Str Old Hill",""
"4602",2012,"","Church str. Oldbury","Church Str Oldbury",""
"4603",2012,"","Church str. Oldbury","Church Str Oldbury",""
"4604",2012,"","Clairmint rd. Smethwick","Clairmint str. Smethwick",""
"4605",2012,"","Claremont rd. Smethwick","Claremont str. Smethwick",""
"4606",2012,"","Clifford rd.","Clifford str.",""
"4607",2012,"","Collins str. West Bromwich","Collins Str West Bromwich",""
"4608",2012,"","Collins str. West Bromwich","Collins Str West Bromwich",""
"4609",2012,"","Cumberland rd. Wednesbury","Cumberland str. Wednesbury",""
"4610",2012,"","Delville Terrace",NA,""
"4611",2012,"","Desi Marsla West Bromwich",NA,""
"4612",2012,"","Dilshad Restaurant Oldbury rd. Blackheath","Dilshad Restaurant Oldbury str. Blackheath",""
"4613",2012,"","Dudley rd.","Dudley str.",""
"4614",2012,"","Dudley rd. East","Dudley str. East",""
"4615",2012,"","Dudley rd. East Tividale","Dudley str. East Tividale",""
"4616",2012,"","Edward str. West Bromwich","Edward Str West Bromwich",""
"4617",2012,"","Elm Tree Way Cradley Heath",NA,""
"4618",2012,"","Forge Lane","Forge ln.",""
"4619",2012,"","Front Office Smethwick",NA,""
"4620",2012,"","Grange rd. Cradley","Grange str. Cradley",""
"4621",2012,"","Gregory ave. Weoley Castle",NA,""
"4622",2012,"","H A",NA,""
"4623",2012,"","Habberly rd.","Habberly str.",""
"4624",2012,"","Hagley rd. West","Hagley str. West",""
"4625",2012,"","Haig str.","Haig Str",""
"4626",2012,"","Halesowen rd. Cradley","Halesowen str. Cradley",""
"4627",2012,"","Hannover rd.","Hannover str.",""
"4628",2012,"","Hanover rd. Rowley Regis","Hanover str. Rowley Regis",""
"4629",2012,"","Harborne Stores Harborne",NA,""
"4630",2012,"","Harborne Stores Harborne",NA,""
"4631",2012,"","Hargate Arms Public House",NA,""
"4632",2012,"","Hasbury Ph Halesowen",NA,""
"4633",2012,"","Hasbury Ph Halesowen",NA,""
"4634",2012,"","Hasbury Ph Halesowen",NA,""
"4635",2012,"","Henderson Way",NA,""
"4636",2012,"","Hermit str.","Hermit Str",""
"4637",2012,"","High str. Smethwick","High Str Smethwick",""
"4638",2012,"","High str. Wb","High Str Wb",""
"4639",2012,"","High str. West Brom","High Str West Brom",""
"4640",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4641",2012,"","High str. Smethwick","High Str Smethwick",""
"4642",2012,"","High str. Wednesbury","High Str Wednesbury",""
"4643",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4644",2012,"","High str. Wollaston","High Str Wollaston",""
"4645",2012,"","High str. Smethwick","High Str Smethwick",""
"4646",2012,"","High str. Smethwick","High Str Smethwick",""
"4647",2012,"","High str. Wednesbury","High Str Wednesbury",""
"4648",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4649",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4650",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4651",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4652",2012,"","High str. West Bromwich","High Str West Bromwich",""
"4653",2012,"","High Streetm West Brom",NA,""
"4654",2012,"","Hill Top West Bromwich",NA,""
"4655",2012,"","Holiday Inn Oldbury",NA,""
"4656",2012,"","Holiday Inn Oldbury",NA,""
"4657",2012,"","Holly Lane","Holly ln.",""
"4658",2012,"","Horseley Heath",NA,""
"4659",2012,"","Horsley Heath rd.","Horsley Heath str.",""
"4660",2012,"","Johnson rd.","Johnson str.",""
"4661",2012,"","King str. Dudley","King Str Dudley",""
"4662",2012,"","Knights Quest Blackheath",NA,""
"4663",2012,"","Lakeside Ph Car Park",NA,""
"4664",2012,"","Littleton str. West Bromwich","Littleton Str West Bromwich",""
"4665",2012,"","Londonderry Lane","Londonderry ln.",""
"4666",2012,"","Londonderry str.","Londonderry Str",""
"4667",2012,"","Long Lane","Long ln.",""
"4668",2012,"","Mallen str. Oldbury","Mallen Str Oldbury",""
"4669",2012,"","Market Place Dudley",NA,""
"4670",2012,"","Mcdonalds Great Bridge",NA,""
"4671",2012,"","Mill Hill Smethwick",NA,""
"4672",2012,"","Millfields rd.","Millfields str.",""
"4673",2012,"","Moor str.","Moor Str",""
"4674",2012,"","Moore str.","Moore Str",""
"4675",2012,"","Newton str. Great Barr","Newton Str Great Barr",""
"4676",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4677",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4678",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4679",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4680",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4681",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4682",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4683",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4684",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4685",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4686",2012,"","Nimth rd. Dudley","Nimth str. Dudley",""
"4687",2012,"","O S Hotel Denara Bearwood",NA,""
"4688",2012,"","Old Chapel str.","Old Chapel Str",""
"4689",2012,"","Oldbury rd.","Oldbury str.",""
"4690",2012,"","Oldbury rd. Oldbury","Oldbury str. Oldbury",""
"4691",2012,"","Peaks rd.","Peaks str.",""
"4692",2012,"","Pound rd. Oldbury","Pound str. Oldbury",""
"4693",2012,"","Pound rd. Oldbury","Pound str. Oldbury",""
"4694",2012,"","Powke Lane Oldbury","Powke ln. Oldbury",""
"4695",2012,"","Powys ave.",NA,""
"4696",2012,"","Pritchard Close",NA,""
"4697",2012,"","Queens rd. Smethwick","Queens str. Smethwick",""
"4698",2012,"","Ragland rd. Smethwick","Ragland str. Smethwick",""
"4699",2012,"","Reform Way",NA,""
"4700",2012,"","Regent Court Smethwick",NA,""
"4701",2012,"","Regent rd. Tividale","Regent str. Tividale",""
"4702",2012,"","Rolf str. Station","Rolf Str Station",""
"4703",2012,"","Royal Chicken Horsley Heath",NA,""
"4704",2012,"","Samson And Lion Pub",NA,""
"4705",2012,"","Sandwell Hospital",NA,""
"4706",2012,"","School str.","School Str",""
"4707",2012,"","School str.","School Str",""
"4708",2012,"","Sedgley rd. West","Sedgley str. West",""
"4709",2012,"","Sedgley rd. West","Sedgley str. West",""
"4710",2012,"","Shaftsbury str.","Shaftsbury Str",""
"4711",2012,"","Slater str. Great Bridge","Slater Str Great Bridge",""
"4712",2012,"","South Bank rd.","South Bank str.",""
"4713",2012,"","Spon Lane West Bromwich","Spon ln. West Bromwich",""
"4714",2012,"","str. Micheals str. West Brom","Str Micheals Str West Brom",""
"4715",2012,"","Stone str.","Stone Str",""
"4716",2012,"","Stourbridge High str.","Stourbridge High Str",""
"4717",2012,"","Stourbridge rd.","Stourbridge str.",""
"4718",2012,"","Stuart rd. Εδύε Rowley Regis","Stuart str. Εδύε Rowley Regis",""
"4719",2012,"","Tame str.","Tame Str",""
"4720",2012,"","Tesco Express Selly Oak",NA,""
"4721",2012,"","Tescos Burntree",NA,""
"4722",2012,"","The Legends",NA,""
"4723",2012,"","Upper High str.","Upper High Str",""
"4724",2012,"","Vicarage rd. Smethwick","Vicarage str. Smethwick",""
"4725",2012,"","Victoria Park Tipton",NA,""
"4726",2012,"","Victoria Suite Wimdmill Lane","Victoria Suite Wimdmill ln.",""
"4727",2012,"","Walsall rd.","Walsall str.",""
"4728",2012,"","Walter str. West Bromwich","Walter Str West Bromwich",""
"4729",2012,"","Walter str. West Bromwich","Walter Str West Bromwich",""
"4730",2012,"","Waterloo rd.","Waterloo str.",""
"4731",2012,"","West Brom High str.","West Brom High Str",""
"4732",2012,"","West Brom High str.","West Brom High Str",""
"4733",2012,"","West Brom High str.","West Brom High Str",""
"4734",2012,"","West Bromwich Police Station",NA,""
"4735",2012,"","West Bromwich Police Statiopn",NA,""
"4736",2012,"","West Park Wolverhampton",NA,""
"4737",2012,"","Windmill Lane","Windmill ln.",""
"4738",2012,"","Windmill Lane","Windmill ln.",""
"4739",2012,"","Windmill Lane","Windmill ln.",""
"4740",2012,"Walsall","Abelwell str. Walsall","Abelwell Str Walsall",""
"4741",2012,"","Abelwell str. Walsall","Abelwell Str Walsall",""
"4742",2012,"","Ablewell str.","Ablewell Str",""
"4743",2012,"","Ablewell str. Walsall","Ablewell Str Walsall",""
"4744",2012,"","Ablewell str. Walsall","Ablewell Str Walsall",""
"4745",2012,"","Ablewell str. Walsall","Ablewell Str Walsall",""
"4746",2012,"","Abu Baka Car Park Wednesbury rd.","Abu Baka Car Park Wednesbury str.",""
"4747",2012,"","Bar Sport Bridge str.","Bar Sport Bridge Str",""
"4748",2012,"","Barons Court Hotel",NA,""
"4749",2012,"","Beaton Close Willenhall",NA,""
"4750",2012,"","Bentley Lane","Bentley ln.",""
"4751",2012,"","Bentley Lane","Bentley ln.",""
"4752",2012,"","Bentley Lane","Bentley ln.",""
"4753",2012,"","Bilston str.","Bilston Str",""
"4754",2012,"","Bilston str.","Bilston Str",""
"4755",2012,"","Bilston str.","Bilston Str",""
"4756",2012,"","Birmingham str. Walsall","Birmingham Str Walsall",""
"4757",2012,"","Blowwich rd.","Blowwich str.",""
"4758",2012,"","Bloxwich Lane North","Bloxwich ln. North",""
"4759",2012,"","Bloxwich rd.","Bloxwich str.",""
"4760",2012,"","Bloxwich rd.","Bloxwich str.",""
"4761",2012,"","Bloxwich rd.","Bloxwich str.",""
"4762",2012,"","Blue Lane Walsall","Blue ln. Walsall",""
"4763",2012,"","Bradford Place",NA,""
"4764",2012,"","Bradford Place",NA,""
"4765",2012,"","Bradford Place",NA,""
"4766",2012,"","Bradford Place",NA,""
"4767",2012,"","Bradford Place Walsall",NA,""
"4768",2012,"","Bradford Place Walsall",NA,""
"4769",2012,"","Bradford Place Walsall",NA,""
"4770",2012,"","Bradford Place Walsall",NA,""
"4771",2012,"","Bradford Place Walsall",NA,""
"4772",2012,"","Bradford Place Walsall",NA,""
"4773",2012,"","Bradford Place Walsall",NA,""
"4774",2012,"","Bradford Place Walsall",NA,""
"4775",2012,"","Bradford Place Walsall Town Centre",NA,""
"4776",2012,"","Bradford str.","Bradford Str",""
"4777",2012,"","Bradford str.","Bradford Str",""
"4778",2012,"","Bradford str. Walsall","Bradford Str Walsall",""
"4779",2012,"","Bradford str. Walsall","Bradford Str Walsall",""
"4780",2012,"","Bradford str. Walsall","Bradford Str Walsall",""
"4781",2012,"","Bradford str. Walsall","Bradford Str Walsall",""
"4782",2012,"","Bridge str.","Bridge Str",""
"4783",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4784",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4785",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4786",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4787",2012,"","Bridge str.","Bridge Str",""
"4788",2012,"","Bridge str.","Bridge Str",""
"4789",2012,"","Bridge str.","Bridge Str",""
"4790",2012,"","Bridge str.","Bridge Str",""
"4791",2012,"","Bridge str.","Bridge Str",""
"4792",2012,"","Bridge str.","Bridge Str",""
"4793",2012,"","Bridge str.","Bridge Str",""
"4794",2012,"","Bridge str.","Bridge Str",""
"4795",2012,"","Bridge str.","Bridge Str",""
"4796",2012,"","Bridge str.","Bridge Str",""
"4797",2012,"","Bridge str.","Bridge Str",""
"4798",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4799",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4800",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4801",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4802",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4803",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4804",2012,"","Bridge str. Walsall Town Centre","Bridge Str Walsall Town Centre",""
"4805",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4806",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4807",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4808",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4809",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4810",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4811",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4812",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4813",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4814",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4815",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4816",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4817",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4818",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4819",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4820",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4821",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4822",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4823",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4824",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4825",2012,"","Bridge str. Walsall","Bridge Str Walsall",""
"4826",2012,"","Bridge str. Walsall Town Centre","Bridge Str Walsall Town Centre",""
"4827",2012,"","Broad Meddows rd.","Broad Meddows str.",""
"4828",2012,"","Broadway North Walsall",NA,""
"4829",2012,"","Bus Station str. Paul S Walsall","Bus Station Str Paul S Walsall",""
